id_interaccion,id_cliente,id_producto,fecha_interaccion,canal,aceptado
INT_002223,CLI_000427,PRD_0049,2025-08-19,App Móvil,False
INT_002224,CLI_000611,PRD_0002,2024-11-10,Call Center,True
INT_002225,CLI_000902,PRD_0033,2025-03-05,Call Center,False
INT_002226,CLI_000678,PRD_0001,2025-02-09,Call Center,True
INT_002227,CLI_000855,PRD_0005,2025-07-25,Digital,False
INT_002228,CLI_000068,PRD_0013,2025-03-22,Sucursal,True
INT_002229,CLI_000579,PRD_0009,2025-01-25,Digital,True
INT_002230,CLI_000523,PRD_0003,2025-05-02,Digital,True
INT_002231,CLI_000107,PRD_0048,2025-05-01,Call Center,False
INT_002232,CLI_000097,PRD_0001,2025-02-08,Digital,False
INT_002233,CLI_000203,PRD_0001,2025-10-02,Sucursal,True
INT_002234,CLI_000727,PRD_0025,2025-05-03,App Móvil,True
INT_002235,CLI_000734,PRD_0001,2024-11-12,App Móvil,False
INT_002236,CLI_000046,PRD_0031,2024-11-03,Sucursal,False
INT_002237,CLI_000428,PRD_0027,2025-05-09,App Móvil,False
INT_002238,CLI_000250,PRD_0048,2025-01-25,Sucursal,False
INT_002239,CLI_000534,PRD_0015,2024-11-07,Digital,False
INT_002240,CLI_000221,PRD_0049,2025-08-03,Call Center,True
INT_002241,CLI_000413,PRD_0015,2025-01-24,Digital,False
INT_002242,CLI_000066,PRD_0008,2025-08-30,Digital,False
INT_002243,CLI_000775,PRD_0013,2025-04-01,Call Center,False
INT_002244,CLI_000269,PRD_0005,2024-12-18,Digital,False
INT_002245,CLI_000798,PRD_0008,2025-05-24,Sucursal,True
INT_002246,CLI_000616,PRD_0044,2025-02-02,Call Center,False
INT_002247,CLI_000327,PRD_0001,2025-08-03,Digital,False
INT_002248,CLI_000022,PRD_0050,2024-12-13,Digital,True
INT_002249,CLI_000893,PRD_0014,2025-05-24,Sucursal,True
INT_002250,CLI_000303,PRD_0033,2025-09-04,Digital,True
INT_002251,CLI_000884,PRD_0025,2025-02-09,App Móvil,True
INT_002252,CLI_000644,PRD_0029,2025-07-26,Sucursal,False
INT_002253,CLI_000909,PRD_0012,2025-09-06,Digital,True
INT_002254,CLI_000305,PRD_0042,2025-03-03,Digital,False
INT_002255,CLI_000336,PRD_0019,2025-04-04,Call Center,True
INT_002256,CLI_000605,PRD_0034,2025-05-07,Sucursal,True
INT_002257,CLI_000714,PRD_0002,2025-08-25,Call Center,False
INT_002258,CLI_000545,PRD_0037,2024-11-16,Digital,False
INT_002259,CLI_000488,PRD_0044,2025-08-16,Sucursal,True
INT_002260,CLI_000531,PRD_0038,2025-07-10,Call Center,False
INT_002261,CLI_000388,PRD_0050,2025-04-25,App Móvil,True
INT_002262,CLI_000339,PRD_0040,2024-10-18,Call Center,False
INT_002263,CLI_000724,PRD_0029,2025-05-18,App Móvil,False
INT_002264,CLI_000587,PRD_0017,2024-10-16,App Móvil,False
INT_002265,CLI_000510,PRD_0008,2025-01-03,Call Center,False
INT_002266,CLI_000793,PRD_0006,2025-07-22,Call Center,False
INT_002267,CLI_000932,PRD_0026,2025-01-11,Sucursal,True
INT_002268,CLI_000174,PRD_0037,2025-01-28,Call Center,True
INT_002269,CLI_000552,PRD_0019,2025-07-12,Digital,False
INT_002270,CLI_000664,PRD_0024,2025-07-16,Digital,True
INT_002271,CLI_000631,PRD_0004,2025-06-29,Sucursal,False
INT_002272,CLI_000666,PRD_0030,2024-12-21,App Móvil,False
INT_002273,CLI_000192,PRD_0046,2025-01-07,Sucursal,False
INT_002274,CLI_000788,PRD_0024,2024-10-04,App Móvil,False
INT_002275,CLI_000023,PRD_0036,2025-08-06,Digital,False
INT_002276,CLI_000093,PRD_0031,2025-08-25,Sucursal,False
INT_002277,CLI_000910,PRD_0042,2025-07-28,Call Center,True
INT_002278,CLI_000651,PRD_0050,2025-01-31,Digital,False
INT_002279,CLI_000559,PRD_0034,2024-10-15,Call Center,False
INT_002280,CLI_000378,PRD_0050,2025-02-19,App Móvil,True
INT_002281,CLI_000351,PRD_0046,2024-12-02,App Móvil,False
INT_002282,CLI_000639,PRD_0005,2025-04-11,Sucursal,False
INT_002283,CLI_000068,PRD_0039,2025-05-01,Sucursal,True
INT_002284,CLI_000578,PRD_0002,2025-08-04,Sucursal,True
INT_002285,CLI_000679,PRD_0012,2024-10-13,Digital,True
INT_002286,CLI_000880,PRD_0040,2025-06-09,App Móvil,True
INT_002287,CLI_000539,PRD_0009,2025-06-18,App Móvil,True
INT_002288,CLI_000961,PRD_0048,2025-08-24,Call Center,True
INT_002289,CLI_000687,PRD_0003,2025-08-07,Sucursal,True
INT_002290,CLI_000707,PRD_0031,2025-01-29,Sucursal,True
INT_002291,CLI_000222,PRD_0028,2025-09-12,Call Center,False
INT_002292,CLI_000340,PRD_0041,2025-09-17,App Móvil,True
INT_002293,CLI_000706,PRD_0020,2025-01-14,App Móvil,False
INT_002294,CLI_000034,PRD_0048,2025-02-05,Call Center,False
INT_002295,CLI_000828,PRD_0028,2025-05-27,Call Center,True
INT_002296,CLI_000959,PRD_0031,2025-05-02,Digital,True
INT_002297,CLI_000298,PRD_0042,2025-08-15,Sucursal,False
INT_002298,CLI_000303,PRD_0001,2024-11-29,Digital,False
INT_002299,CLI_000229,PRD_0026,2025-06-23,App Móvil,True
INT_002300,CLI_000223,PRD_0047,2025-04-07,Digital,True
INT_002301,CLI_000608,PRD_0005,2025-07-21,Call Center,True
INT_002302,CLI_000224,PRD_0008,2025-05-14,Sucursal,False
INT_002303,CLI_000483,PRD_0002,2025-04-08,Sucursal,False
INT_002304,CLI_000380,PRD_0032,2025-01-20,Sucursal,True
INT_002305,CLI_000705,PRD_0019,2024-11-24,Call Center,False
INT_002306,CLI_000434,PRD_0031,2024-12-16,Digital,True
INT_002307,CLI_000944,PRD_0005,2024-12-11,Sucursal,True
INT_002308,CLI_000553,PRD_0019,2025-01-06,Digital,False
INT_002309,CLI_000280,PRD_0029,2025-06-27,App Móvil,True
INT_002310,CLI_000797,PRD_0020,2025-07-08,App Móvil,False
INT_002311,CLI_000069,PRD_0048,2025-01-01,App Móvil,False
INT_002312,CLI_000264,PRD_0023,2025-08-14,Sucursal,True
INT_002313,CLI_000025,PRD_0040,2025-01-18,Call Center,False
INT_002314,CLI_000713,PRD_0046,2025-02-02,Digital,False
INT_002315,CLI_000592,PRD_0004,2024-12-06,Digital,True
INT_002316,CLI_000108,PRD_0013,2024-10-24,Digital,True
INT_002317,CLI_000767,PRD_0030,2025-07-03,Sucursal,False
INT_002318,CLI_000130,PRD_0007,2025-03-23,Call Center,False
INT_002319,CLI_000747,PRD_0015,2025-01-13,Sucursal,True
INT_002320,CLI_000268,PRD_0007,2025-08-07,App Móvil,True
INT_002321,CLI_000654,PRD_0020,2025-04-26,App Móvil,False
INT_002322,CLI_000017,PRD_0033,2025-08-08,App Móvil,True
INT_002323,CLI_000277,PRD_0008,2025-01-23,Digital,False
INT_002324,CLI_000672,PRD_0022,2024-10-08,Digital,False
INT_002325,CLI_000509,PRD_0016,2025-09-13,Call Center,False
INT_002326,CLI_000518,PRD_0002,2025-01-24,Call Center,True
INT_002327,CLI_000419,PRD_0011,2025-05-11,App Móvil,True
INT_002328,CLI_000171,PRD_0045,2025-04-27,Call Center,False
INT_002329,CLI_000654,PRD_0028,2025-02-18,App Móvil,False
INT_002330,CLI_000143,PRD_0030,2025-03-09,Call Center,True
INT_002331,CLI_000654,PRD_0043,2025-02-26,App Móvil,True
INT_002332,CLI_000118,PRD_0043,2025-08-29,Call Center,True
INT_002333,CLI_000262,PRD_0034,2025-02-02,App Móvil,False
INT_002334,CLI_000236,PRD_0050,2025-03-29,Call Center,False
INT_002335,CLI_000859,PRD_0021,2024-10-23,Call Center,True
INT_002336,CLI_000493,PRD_0019,2025-08-11,Call Center,False
INT_002337,CLI_000797,PRD_0040,2025-01-09,App Móvil,False
INT_002338,CLI_000341,PRD_0024,2025-08-21,App Móvil,False
INT_002339,CLI_000044,PRD_0042,2025-03-15,Digital,True
INT_002340,CLI_000409,PRD_0048,2024-12-05,Call Center,False
INT_002341,CLI_000137,PRD_0038,2025-07-09,Sucursal,False
INT_002342,CLI_000534,PRD_0006,2025-06-24,Digital,True
INT_002343,CLI_000124,PRD_0036,2024-12-03,Digital,True
INT_002344,CLI_000602,PRD_0007,2025-03-11,Digital,False
INT_002345,CLI_000126,PRD_0007,2025-02-28,Sucursal,True
INT_002346,CLI_000620,PRD_0033,2025-05-14,Sucursal,False
INT_002347,CLI_000897,PRD_0021,2024-12-10,Call Center,False
INT_002348,CLI_000541,PRD_0021,2024-11-08,Sucursal,False
INT_002349,CLI_000900,PRD_0035,2025-04-04,App Móvil,False
INT_002350,CLI_000060,PRD_0034,2024-11-29,Sucursal,False
INT_002351,CLI_000933,PRD_0031,2025-01-28,Digital,False
INT_002352,CLI_000871,PRD_0044,2025-07-20,Digital,False
INT_002353,CLI_000010,PRD_0021,2025-08-09,Sucursal,False
INT_002354,CLI_000376,PRD_0040,2025-01-26,Call Center,True
INT_002355,CLI_000756,PRD_0006,2024-11-16,Sucursal,False
INT_002356,CLI_000915,PRD_0035,2025-09-18,Sucursal,False
INT_002357,CLI_000253,PRD_0044,2025-09-06,Sucursal,True
INT_002358,CLI_000827,PRD_0010,2025-01-21,Digital,False
INT_002359,CLI_000234,PRD_0037,2025-07-04,App Móvil,False
INT_002360,CLI_000316,PRD_0049,2024-10-21,Digital,True
INT_002361,CLI_000026,PRD_0050,2025-05-01,Call Center,False
INT_002362,CLI_000426,PRD_0017,2025-08-15,Call Center,False
INT_002363,CLI_000776,PRD_0020,2024-10-30,App Móvil,False
INT_002364,CLI_000751,PRD_0049,2025-01-24,App Móvil,False
INT_002365,CLI_000353,PRD_0044,2025-06-22,Call Center,False
INT_002366,CLI_000425,PRD_0007,2025-01-22,Sucursal,True
INT_002367,CLI_000030,PRD_0030,2025-05-23,Sucursal,True
INT_002368,CLI_000900,PRD_0018,2024-12-31,App Móvil,False
INT_002369,CLI_000102,PRD_0038,2025-09-17,App Móvil,False
INT_002370,CLI_000179,PRD_0037,2025-08-04,App Móvil,False
INT_002371,CLI_000128,PRD_0006,2025-04-25,Call Center,False
INT_002372,CLI_000215,PRD_0007,2025-02-19,App Móvil,False
INT_002373,CLI_000733,PRD_0041,2025-09-17,Call Center,True
INT_002374,CLI_000744,PRD_0002,2024-10-31,Sucursal,True
INT_002375,CLI_000422,PRD_0024,2025-05-01,Call Center,False
INT_002376,CLI_000406,PRD_0031,2025-07-11,App Móvil,False
INT_002377,CLI_000932,PRD_0040,2025-07-27,Sucursal,False
INT_002378,CLI_000707,PRD_0012,2025-03-18,Sucursal,True
INT_002379,CLI_000751,PRD_0031,2025-08-08,App Móvil,True
INT_002380,CLI_000394,PRD_0017,2025-01-25,App Móvil,False
INT_002381,CLI_000477,PRD_0034,2024-10-18,Digital,False
INT_002382,CLI_000989,PRD_0026,2025-02-05,App Móvil,False
INT_002383,CLI_000012,PRD_0011,2025-07-15,Sucursal,False
INT_002384,CLI_000152,PRD_0043,2025-03-17,Digital,False
INT_002385,CLI_000496,PRD_0013,2024-12-05,App Móvil,True
INT_002386,CLI_000243,PRD_0047,2024-11-22,Sucursal,False
INT_002387,CLI_000571,PRD_0031,2025-05-11,Call Center,False
INT_002388,CLI_000890,PRD_0015,2025-09-19,Digital,True
INT_002389,CLI_000632,PRD_0042,2025-07-30,Sucursal,False
INT_002390,CLI_000233,PRD_0001,2025-04-08,App Móvil,False
INT_002391,CLI_000206,PRD_0030,2024-12-09,Digital,False
INT_002392,CLI_000728,PRD_0008,2024-11-17,Call Center,True
INT_002393,CLI_000166,PRD_0008,2025-08-15,Sucursal,False
INT_002394,CLI_000079,PRD_0023,2025-04-04,Digital,True
INT_002395,CLI_000229,PRD_0038,2025-09-05,App Móvil,False
INT_002396,CLI_000077,PRD_0032,2025-05-30,Digital,False
INT_002397,CLI_000836,PRD_0024,2025-04-27,Sucursal,True
INT_002398,CLI_000246,PRD_0037,2024-10-16,App Móvil,False
INT_002399,CLI_000197,PRD_0002,2025-04-30,Call Center,True
INT_002400,CLI_000290,PRD_0021,2025-07-09,Sucursal,True
INT_002401,CLI_000306,PRD_0023,2025-04-20,Sucursal,True
INT_002402,CLI_000262,PRD_0014,2024-11-01,App Móvil,True
INT_002403,CLI_000623,PRD_0032,2024-12-17,Digital,False
INT_002404,CLI_000674,PRD_0024,2025-03-02,Call Center,False
INT_002405,CLI_000669,PRD_0018,2024-10-12,App Móvil,True
INT_002406,CLI_000757,PRD_0047,2025-09-22,Sucursal,False
INT_002407,CLI_000119,PRD_0011,2025-03-24,Sucursal,False
INT_002408,CLI_000005,PRD_0006,2025-04-21,Digital,False
INT_002409,CLI_000968,PRD_0046,2025-01-26,App Móvil,False
INT_002410,CLI_000274,PRD_0013,2024-10-23,Call Center,True
INT_002411,CLI_000948,PRD_0049,2025-01-22,App Móvil,True
INT_002412,CLI_000227,PRD_0043,2024-10-27,Call Center,False
INT_002413,CLI_000668,PRD_0029,2024-11-23,Digital,True
INT_002414,CLI_000129,PRD_0010,2025-02-22,App Móvil,True
INT_002415,CLI_000660,PRD_0044,2024-11-12,Sucursal,True
INT_002416,CLI_000380,PRD_0016,2025-08-26,Sucursal,False
INT_002417,CLI_000824,PRD_0002,2025-01-02,Digital,False
INT_002418,CLI_000605,PRD_0038,2025-05-21,Sucursal,True
INT_002419,CLI_000038,PRD_0002,2024-12-14,App Móvil,True
INT_002420,CLI_000248,PRD_0027,2025-06-10,App Móvil,False
INT_002421,CLI_000515,PRD_0005,2025-08-17,App Móvil,False
INT_002422,CLI_000163,PRD_0047,2024-12-11,Digital,False
INT_002423,CLI_000056,PRD_0005,2025-04-14,Call Center,True
INT_002424,CLI_000907,PRD_0004,2024-12-17,App Móvil,False
INT_002425,CLI_000362,PRD_0048,2025-02-02,Digital,False
INT_002426,CLI_000886,PRD_0019,2025-04-09,Call Center,True
INT_002427,CLI_000502,PRD_0021,2024-11-04,Call Center,False
INT_002428,CLI_000366,PRD_0011,2025-01-18,Digital,False
INT_002429,CLI_000550,PRD_0046,2025-02-24,App Móvil,False
INT_002430,CLI_000458,PRD_0017,2025-04-26,Call Center,False
INT_002431,CLI_000735,PRD_0013,2025-03-12,Sucursal,True
INT_002432,CLI_000407,PRD_0027,2025-01-13,Digital,True
INT_002433,CLI_000634,PRD_0018,2024-12-27,Sucursal,False
INT_002434,CLI_000061,PRD_0044,2025-09-24,Digital,True
INT_002435,CLI_000134,PRD_0014,2025-01-12,Sucursal,False
INT_002436,CLI_000914,PRD_0012,2024-12-12,App Móvil,False
INT_002437,CLI_000719,PRD_0028,2024-10-30,Sucursal,True
INT_002438,CLI_000877,PRD_0037,2025-02-06,Digital,False
INT_002439,CLI_000761,PRD_0035,2024-11-11,Sucursal,True
INT_002440,CLI_000666,PRD_0037,2024-11-23,App Móvil,True
INT_002441,CLI_000044,PRD_0002,2025-02-23,Digital,False
INT_002442,CLI_000610,PRD_0013,2024-11-17,Digital,False
INT_002443,CLI_000010,PRD_0008,2025-06-23,Sucursal,True
INT_002444,CLI_000723,PRD_0007,2025-07-20,Digital,True
INT_002445,CLI_000393,PRD_0030,2024-10-18,App Móvil,True
INT_002446,CLI_000899,PRD_0030,2025-02-23,App Móvil,False
INT_002447,CLI_000573,PRD_0017,2025-09-01,Call Center,True
INT_002448,CLI_000246,PRD_0023,2025-03-06,App Móvil,False
INT_002449,CLI_000831,PRD_0025,2025-05-10,App Móvil,True
INT_002450,CLI_000771,PRD_0032,2025-05-25,Digital,False
INT_002451,CLI_000472,PRD_0025,2025-06-05,Digital,False
INT_002452,CLI_000708,PRD_0043,2025-08-06,Call Center,False
INT_002453,CLI_000915,PRD_0025,2025-09-19,Sucursal,True
INT_002454,CLI_000314,PRD_0026,2025-04-28,Digital,True
INT_002455,CLI_000023,PRD_0021,2024-12-21,Digital,False
INT_002456,CLI_000594,PRD_0036,2025-03-01,App Móvil,False
INT_002457,CLI_000988,PRD_0028,2025-09-15,App Móvil,False
INT_002458,CLI_000938,PRD_0022,2025-05-17,App Móvil,True
INT_002459,CLI_000702,PRD_0024,2025-05-24,App Móvil,True
INT_002460,CLI_000399,PRD_0023,2025-05-14,App Móvil,False
INT_002461,CLI_000798,PRD_0023,2025-07-05,Sucursal,False
INT_002462,CLI_000999,PRD_0010,2025-09-12,App Móvil,False
INT_002463,CLI_000039,PRD_0035,2025-01-28,Sucursal,False
INT_002464,CLI_000073,PRD_0032,2025-09-05,App Móvil,False
INT_002465,CLI_000592,PRD_0023,2025-08-22,Digital,False
INT_002466,CLI_000410,PRD_0042,2025-05-04,App Móvil,True
INT_002467,CLI_000082,PRD_0003,2025-03-09,Digital,False
INT_002468,CLI_000528,PRD_0043,2024-10-25,Call Center,False
INT_002469,CLI_000166,PRD_0045,2025-08-18,Sucursal,False
INT_002470,CLI_000511,PRD_0004,2025-07-24,App Móvil,True
INT_002471,CLI_000458,PRD_0013,2024-12-15,Call Center,True
INT_002472,CLI_000038,PRD_0044,2025-08-03,App Móvil,False
INT_002473,CLI_000793,PRD_0006,2024-12-10,Call Center,False
INT_002474,CLI_000946,PRD_0034,2025-01-08,App Móvil,False
INT_002475,CLI_000633,PRD_0008,2025-08-18,Digital,True
INT_002476,CLI_000772,PRD_0029,2025-08-02,Call Center,True
INT_002477,CLI_000302,PRD_0004,2025-04-26,Call Center,False
INT_002478,CLI_000006,PRD_0006,2024-12-08,Sucursal,True
INT_002479,CLI_000496,PRD_0007,2025-06-05,App Móvil,False
INT_002480,CLI_000451,PRD_0008,2025-06-14,App Móvil,False
INT_002481,CLI_000448,PRD_0004,2025-07-06,Call Center,True
INT_002482,CLI_000259,PRD_0007,2025-05-16,Sucursal,True
INT_002483,CLI_000172,PRD_0012,2025-05-26,Digital,True
INT_002484,CLI_000793,PRD_0030,2025-09-05,Call Center,False
INT_002485,CLI_000847,PRD_0017,2025-03-26,Sucursal,True
INT_002486,CLI_000192,PRD_0014,2025-08-07,Sucursal,False
INT_002487,CLI_000554,PRD_0011,2025-03-01,App Móvil,True
INT_002488,CLI_000683,PRD_0029,2025-05-30,Call Center,True
INT_002489,CLI_000025,PRD_0011,2025-07-21,Call Center,False
INT_002490,CLI_000545,PRD_0025,2025-03-29,Digital,True
INT_002491,CLI_000999,PRD_0022,2025-09-23,App Móvil,False
INT_002492,CLI_000455,PRD_0044,2024-11-27,Call Center,False
INT_002493,CLI_000749,PRD_0014,2024-10-29,App Móvil,True
INT_002494,CLI_000853,PRD_0047,2025-09-06,Call Center,False
INT_002495,CLI_000192,PRD_0038,2024-10-25,Sucursal,False
INT_002496,CLI_000149,PRD_0047,2024-12-25,Call Center,True
INT_002497,CLI_000115,PRD_0028,2024-11-10,Sucursal,True
INT_002498,CLI_000712,PRD_0036,2025-04-01,App Móvil,False
INT_002499,CLI_000129,PRD_0040,2024-10-18,App Móvil,False
INT_002500,CLI_000277,PRD_0047,2025-06-04,Digital,True
INT_002501,CLI_000318,PRD_0032,2025-03-19,Sucursal,False
INT_002502,CLI_000072,PRD_0003,2025-03-16,Sucursal,True
INT_002503,CLI_000741,PRD_0025,2025-05-26,Sucursal,False
INT_002504,CLI_000918,PRD_0009,2025-06-05,App Móvil,False
INT_002505,CLI_000158,PRD_0040,2025-07-13,Sucursal,False
INT_002506,CLI_000700,PRD_0011,2024-11-14,Call Center,False
INT_002507,CLI_000599,PRD_0004,2024-11-08,Digital,True
INT_002508,CLI_000646,PRD_0010,2025-09-16,Call Center,False
INT_002509,CLI_000755,PRD_0013,2025-08-23,Call Center,True
INT_002510,CLI_000864,PRD_0037,2025-01-25,Digital,False
INT_002511,CLI_000964,PRD_0015,2025-03-06,App Móvil,False
INT_002512,CLI_000131,PRD_0041,2025-04-16,Digital,False
INT_002513,CLI_000067,PRD_0024,2025-08-13,App Móvil,False
INT_002514,CLI_000339,PRD_0033,2024-10-11,Call Center,False
INT_002515,CLI_000327,PRD_0008,2025-08-31,Digital,True
INT_002516,CLI_000428,PRD_0002,2024-11-29,App Móvil,False
INT_002517,CLI_000083,PRD_0018,2024-12-27,Call Center,False
INT_002518,CLI_000804,PRD_0020,2025-02-13,Call Center,False
INT_002519,CLI_000035,PRD_0045,2025-09-07,Digital,False
INT_002520,CLI_000751,PRD_0006,2025-07-01,App Móvil,False
INT_002521,CLI_000964,PRD_0049,2024-11-09,App Móvil,False
INT_002522,CLI_000354,PRD_0034,2025-03-12,Digital,True
INT_002523,CLI_000064,PRD_0017,2025-04-30,Call Center,True
INT_002524,CLI_000577,PRD_0024,2025-08-22,Call Center,True
INT_002525,CLI_000634,PRD_0011,2025-05-29,Sucursal,True
INT_002526,CLI_000895,PRD_0034,2024-11-05,Call Center,False
INT_002527,CLI_000956,PRD_0031,2024-12-03,Call Center,False
INT_002528,CLI_000283,PRD_0020,2025-04-23,Call Center,False
INT_002529,CLI_000424,PRD_0022,2025-07-27,App Móvil,True
INT_002530,CLI_000160,PRD_0047,2024-10-17,App Móvil,True
INT_002531,CLI_000879,PRD_0009,2025-04-19,Call Center,True
INT_002532,CLI_000262,PRD_0024,2025-06-24,App Móvil,False
INT_002533,CLI_000907,PRD_0026,2025-03-29,App Móvil,True
INT_002534,CLI_000886,PRD_0031,2025-03-24,Call Center,True
INT_002535,CLI_000147,PRD_0030,2024-12-15,Digital,False
INT_002536,CLI_000647,PRD_0006,2025-09-22,Digital,True
INT_002537,CLI_000632,PRD_0006,2024-11-06,Sucursal,False
INT_002538,CLI_000392,PRD_0050,2025-06-08,App Móvil,False
INT_002539,CLI_000026,PRD_0043,2025-02-09,Call Center,False
INT_002540,CLI_000037,PRD_0005,2024-10-09,App Móvil,True
INT_002541,CLI_000336,PRD_0021,2025-09-08,Call Center,False
INT_002542,CLI_000201,PRD_0006,2025-02-26,Sucursal,False
INT_002543,CLI_000909,PRD_0025,2025-07-19,Digital,False
INT_002544,CLI_000306,PRD_0004,2025-03-29,Sucursal,True
INT_002545,CLI_000374,PRD_0005,2024-12-17,Digital,True
INT_002546,CLI_000221,PRD_0042,2025-01-07,Call Center,True
INT_002547,CLI_000587,PRD_0004,2025-02-13,App Móvil,True
INT_002548,CLI_000326,PRD_0010,2025-01-23,Sucursal,False
INT_002549,CLI_000955,PRD_0047,2024-10-03,Sucursal,True
INT_002550,CLI_000112,PRD_0006,2025-05-20,Digital,True
INT_002551,CLI_000541,PRD_0006,2025-01-23,Sucursal,False
INT_002552,CLI_000386,PRD_0019,2025-02-25,App Móvil,False
INT_002553,CLI_000640,PRD_0049,2024-11-30,App Móvil,False
INT_002554,CLI_000294,PRD_0019,2025-05-12,Call Center,True
INT_002555,CLI_000654,PRD_0022,2025-06-29,App Móvil,False
INT_002556,CLI_000551,PRD_0036,2025-03-08,Sucursal,False
INT_002557,CLI_000209,PRD_0044,2025-09-19,Sucursal,False
INT_002558,CLI_000897,PRD_0016,2025-05-22,Call Center,True
INT_002559,CLI_000351,PRD_0027,2025-02-15,App Móvil,True
INT_002560,CLI_000453,PRD_0016,2025-03-28,Sucursal,False
INT_002561,CLI_000656,PRD_0036,2024-11-06,Digital,False
INT_002562,CLI_000114,PRD_0043,2025-09-28,Sucursal,False
INT_002563,CLI_000988,PRD_0039,2025-04-21,App Móvil,False
INT_002564,CLI_000509,PRD_0033,2025-03-14,Call Center,False
INT_002565,CLI_000379,PRD_0041,2024-10-03,Sucursal,False
INT_002566,CLI_000253,PRD_0032,2025-03-01,Sucursal,False
INT_002567,CLI_000987,PRD_0030,2025-05-25,Call Center,False
INT_002568,CLI_000705,PRD_0006,2024-12-22,Call Center,True
INT_002569,CLI_000615,PRD_0050,2025-04-16,Sucursal,True
INT_002570,CLI_000169,PRD_0009,2025-02-04,Call Center,False
INT_002571,CLI_000383,PRD_0025,2024-11-27,Call Center,False
INT_002572,CLI_000180,PRD_0001,2024-12-01,Sucursal,False
INT_002573,CLI_000911,PRD_0045,2025-09-10,Digital,False
INT_002574,CLI_000173,PRD_0013,2025-01-18,Call Center,True
INT_002575,CLI_000946,PRD_0050,2025-05-02,App Móvil,False
INT_002576,CLI_000636,PRD_0039,2024-10-25,App Móvil,False
INT_002577,CLI_000120,PRD_0004,2024-12-21,Call Center,True
INT_002578,CLI_000632,PRD_0019,2025-07-04,Sucursal,True
INT_002579,CLI_000360,PRD_0016,2025-01-19,Digital,True
INT_002580,CLI_000602,PRD_0005,2025-04-13,Digital,False
INT_002581,CLI_000029,PRD_0036,2025-07-28,Sucursal,False
INT_002582,CLI_000661,PRD_0031,2024-10-05,App Móvil,True
INT_002583,CLI_000600,PRD_0005,2025-07-23,Sucursal,False
INT_002584,CLI_000658,PRD_0035,2025-04-26,Digital,True
INT_002585,CLI_000607,PRD_0029,2025-07-30,Sucursal,True
INT_002586,CLI_000247,PRD_0014,2025-05-13,App Móvil,False
INT_002587,CLI_000331,PRD_0015,2025-02-25,Call Center,False
INT_002588,CLI_000626,PRD_0034,2025-05-22,App Móvil,True
INT_002589,CLI_000532,PRD_0035,2025-05-21,Call Center,False
INT_002590,CLI_000312,PRD_0022,2025-02-22,Digital,True
INT_002591,CLI_000126,PRD_0043,2025-04-25,Sucursal,False
INT_002592,CLI_000360,PRD_0003,2025-01-25,Digital,False
INT_002593,CLI_000023,PRD_0040,2025-07-18,Digital,False
INT_002594,CLI_000747,PRD_0003,2024-11-01,Sucursal,False
INT_002595,CLI_000884,PRD_0008,2025-02-20,App Móvil,True
INT_002596,CLI_000364,PRD_0042,2025-07-19,Sucursal,True
INT_002597,CLI_000114,PRD_0033,2025-07-02,Sucursal,True
INT_002598,CLI_000216,PRD_0015,2025-05-23,App Móvil,True
INT_002599,CLI_000646,PRD_0033,2025-02-06,Call Center,True
INT_002600,CLI_000280,PRD_0032,2025-01-23,App Móvil,False
INT_002601,CLI_000207,PRD_0008,2025-04-04,App Móvil,True
INT_002602,CLI_000754,PRD_0018,2024-12-20,App Móvil,False
INT_002603,CLI_000628,PRD_0045,2025-01-24,Call Center,False
INT_002604,CLI_000365,PRD_0019,2025-07-20,App Móvil,True
INT_002605,CLI_000998,PRD_0010,2025-08-17,Call Center,True
INT_002606,CLI_000812,PRD_0008,2025-05-11,App Móvil,True
INT_002607,CLI_000788,PRD_0018,2025-07-09,App Móvil,True
INT_002608,CLI_000688,PRD_0001,2025-05-17,App Móvil,False
INT_002609,CLI_000888,PRD_0042,2024-10-29,App Móvil,False
INT_002610,CLI_000604,PRD_0036,2024-12-09,Digital,False
INT_002611,CLI_000251,PRD_0047,2025-10-01,Digital,False
INT_002612,CLI_000892,PRD_0025,2024-12-15,Digital,False
INT_002613,CLI_000428,PRD_0027,2025-08-25,App Móvil,True
INT_002614,CLI_000599,PRD_0027,2025-01-21,Digital,True
INT_002615,CLI_000129,PRD_0038,2025-04-18,App Móvil,False
INT_002616,CLI_000902,PRD_0016,2024-10-20,Call Center,True
INT_002617,CLI_000091,PRD_0034,2025-08-02,Digital,False
INT_002618,CLI_000858,PRD_0039,2024-12-05,Call Center,False
INT_002619,CLI_000968,PRD_0025,2025-08-10,App Móvil,False
INT_002620,CLI_000640,PRD_0025,2025-07-17,App Móvil,False
INT_002621,CLI_000330,PRD_0049,2025-02-10,Sucursal,True
INT_002622,CLI_000640,PRD_0022,2024-10-31,App Móvil,False
INT_002623,CLI_000944,PRD_0015,2024-11-16,Sucursal,False
INT_002624,CLI_000763,PRD_0006,2024-12-03,Call Center,False
INT_002625,CLI_000362,PRD_0014,2025-04-18,Digital,False
INT_002626,CLI_000559,PRD_0010,2024-11-02,Call Center,False
INT_002627,CLI_000007,PRD_0031,2025-02-14,Digital,False
INT_002628,CLI_000785,PRD_0031,2024-12-16,Sucursal,True
INT_002629,CLI_000368,PRD_0025,2025-09-09,App Móvil,True
