id_interaccion,id_cliente,id_producto,fecha_interaccion,canal,aceptado,segmento
INT_002645,CLI_000290,PRD_0025,2025-01-26,Sucursal,False,Classic
INT_002646,CLI_000461,PRD_0004,2025-03-19,Call Center,True,Premium
INT_002647,CLI_000232,PRD_0032,2024-12-19,Call Center,False,Classic
INT_002648,CLI_000986,PRD_0046,2025-08-18,Call Center,False,Classic
INT_002649,CLI_000606,PRD_0005,2025-03-29,App Móvil,False,Classic
INT_002650,CLI_000235,PRD_0007,2025-02-23,Sucursal,False,Premium
INT_002651,CLI_000178,PRD_0011,2025-08-17,Sucursal,False,Classic
INT_002652,CLI_000596,PRD_0023,2025-04-12,Digital,True,Classic
INT_002653,CLI_000751,PRD_0003,2024-10-22,App Móvil,False,Premium
INT_002654,CLI_000663,PRD_0023,2024-10-17,Digital,True,Classic
INT_002655,CLI_000112,PRD_0033,2025-01-23,Digital,False,Premium
INT_002656,CLI_000469,PRD_0004,2024-11-06,Call Center,False,Classic
INT_002657,CLI_000796,PRD_0050,2025-05-08,App Móvil,False,Basic
INT_002658,CLI_000083,PRD_0044,2025-08-24,Call Center,False,Classic
INT_002659,CLI_000650,PRD_0045,2025-02-01,Sucursal,False,Classic
INT_002660,CLI_000505,PRD_0039,2025-07-30,Digital,True,Classic
INT_002661,CLI_000373,PRD_0039,2025-05-03,Digital,False,Premium
INT_002662,CLI_000926,PRD_0037,2025-01-09,Digital,False,Premium
INT_002663,CLI_000297,PRD_0031,2024-12-16,Sucursal,False,Basic
INT_002664,CLI_000295,PRD_0007,2025-08-25,App Móvil,True,Premium
INT_002665,CLI_000520,PRD_0012,2025-01-14,Digital,False,Premium
INT_002666,CLI_000090,PRD_0010,2025-02-28,Digital,True,Classic
INT_002667,CLI_000477,PRD_0018,2025-02-08,Digital,True,Premium
INT_002668,CLI_000602,PRD_0049,2024-12-16,Digital,False,Classic
INT_002669,CLI_000487,PRD_0036,2025-04-05,Sucursal,False,Premium
INT_002670,CLI_000114,PRD_0026,2025-08-23,Sucursal,True,Basic
INT_002671,CLI_000763,PRD_0009,2025-09-25,Call Center,False,Classic
INT_002672,CLI_000366,PRD_0012,2024-10-30,Digital,True,Classic
INT_002673,CLI_000515,PRD_0047,2025-07-02,App Móvil,True,Premium
INT_002674,CLI_000152,PRD_0004,2025-09-10,Digital,False,Classic
INT_002675,CLI_000408,PRD_0040,2024-10-08,Sucursal,True,Premium
INT_002676,CLI_000440,PRD_0021,2024-12-07,Digital,True,Premium
INT_002677,CLI_000095,PRD_0013,2024-10-25,Sucursal,False,Basic
INT_002678,CLI_000792,PRD_0038,2025-05-21,Sucursal,True,Classic
INT_002679,CLI_000454,PRD_0020,2025-06-30,App Móvil,False,Basic
INT_002680,CLI_000883,PRD_0013,2025-08-24,Digital,True,Premium
INT_002681,CLI_000890,PRD_0037,2024-11-28,Digital,False,Classic
INT_002682,CLI_000254,PRD_0041,2024-10-24,App Móvil,True,Classic
INT_002683,CLI_000888,PRD_0037,2025-01-03,App Móvil,True,Classic
INT_002684,CLI_000363,PRD_0050,2025-03-15,App Móvil,True,Classic
INT_002685,CLI_000036,PRD_0020,2025-07-08,Call Center,True,Basic
INT_002686,CLI_000640,PRD_0011,2025-02-10,App Móvil,False,Classic
INT_002687,CLI_000637,PRD_0032,2024-11-01,Sucursal,False,Classic
INT_002688,CLI_000837,PRD_0046,2024-11-29,App Móvil,False,Basic
INT_002689,CLI_000826,PRD_0036,2025-05-01,Call Center,False,Basic
INT_002690,CLI_000535,PRD_0050,2024-11-22,Call Center,False,Basic
INT_002691,CLI_000701,PRD_0022,2024-10-24,App Móvil,True,Classic
INT_002692,CLI_000561,PRD_0016,2024-10-23,App Móvil,False,Basic
INT_002693,CLI_000234,PRD_0014,2025-05-02,App Móvil,True,Classic
INT_002694,CLI_000198,PRD_0008,2025-07-26,Call Center,True,Basic
INT_002695,CLI_000452,PRD_0013,2025-08-07,Sucursal,True,Classic
INT_002696,CLI_000204,PRD_0008,2024-10-12,App Móvil,False,Basic
INT_002697,CLI_000894,PRD_0049,2025-09-20,Call Center,False,Classic
INT_002698,CLI_000795,PRD_0050,2024-11-05,App Móvil,True,Premium
INT_002699,CLI_000723,PRD_0007,2025-06-02,Digital,True,Premium
INT_002700,CLI_000360,PRD_0015,2024-11-17,Digital,False,Classic
INT_002701,CLI_000602,PRD_0026,2025-01-01,Digital,False,Classic
INT_002702,CLI_000739,PRD_0043,2025-05-02,Digital,True,Classic
INT_002703,CLI_000517,PRD_0017,2025-07-20,Call Center,False,Classic
INT_002704,CLI_000908,PRD_0026,2025-09-22,Sucursal,False,Classic
INT_002705,CLI_000606,PRD_0020,2025-07-17,App Móvil,True,Classic
INT_002706,CLI_000051,PRD_0025,2025-02-18,Digital,False,Basic
INT_002707,CLI_000373,PRD_0004,2025-02-04,Digital,False,Premium
INT_002708,CLI_000061,PRD_0003,2025-02-15,Digital,True,Classic
INT_002709,CLI_000081,PRD_0046,2025-06-22,Digital,False,Basic
INT_002710,CLI_000488,PRD_0037,2025-03-17,Sucursal,True,Classic
INT_002711,CLI_000532,PRD_0008,2025-09-29,Call Center,True,Basic
INT_002712,CLI_000759,PRD_0034,2024-10-03,Sucursal,True,Basic
INT_002713,CLI_000672,PRD_0029,2025-03-05,Digital,False,Basic
INT_002714,CLI_000181,PRD_0017,2024-12-11,Digital,False,Classic
INT_002715,CLI_000099,PRD_0004,2024-12-24,Digital,False,Premium
INT_002716,CLI_000647,PRD_0012,2025-09-15,Digital,False,Classic
INT_002717,CLI_000631,PRD_0023,2025-01-28,Sucursal,False,Basic
INT_002718,CLI_000911,PRD_0050,2024-11-24,Digital,False,Classic
INT_002719,CLI_000011,PRD_0027,2025-01-27,Call Center,False,Premium
INT_002720,CLI_000719,PRD_0029,2025-09-02,Sucursal,True,Premium
INT_002721,CLI_000326,PRD_0001,2025-03-01,Sucursal,False,Basic
INT_002722,CLI_000806,PRD_0050,2024-12-24,App Móvil,False,Basic
INT_002723,CLI_000408,PRD_0014,2024-11-06,Sucursal,True,Premium
INT_002724,CLI_000556,PRD_0029,2025-02-03,App Móvil,True,Classic
INT_002725,CLI_000995,PRD_0047,2024-11-19,Sucursal,True,Classic
INT_002726,CLI_000436,PRD_0007,2025-04-09,Sucursal,False,Basic
INT_002727,CLI_000726,PRD_0050,2025-02-22,Sucursal,False,Basic
INT_002728,CLI_000049,PRD_0028,2025-05-09,App Móvil,True,Classic
INT_002729,CLI_000712,PRD_0016,2025-02-05,App Móvil,False,Classic
INT_002730,CLI_000753,PRD_0016,2025-06-07,Call Center,True,Classic
INT_002731,CLI_000261,PRD_0029,2024-12-07,Call Center,False,Classic
INT_002732,CLI_000094,PRD_0026,2025-04-13,App Móvil,False,Classic
INT_002733,CLI_000816,PRD_0016,2024-11-01,Digital,False,Classic
INT_002734,CLI_000154,PRD_0024,2025-05-06,Digital,False,Classic
INT_002735,CLI_000160,PRD_0002,2025-03-18,App Móvil,False,Basic
INT_002736,CLI_000089,PRD_0020,2024-10-24,App Móvil,False,Basic
INT_002737,CLI_000534,PRD_0048,2025-04-02,Digital,False,Classic
INT_002738,CLI_000440,PRD_0013,2025-07-13,Digital,False,Premium
INT_002739,CLI_000636,PRD_0046,2025-05-12,App Móvil,False,Classic
INT_002740,CLI_000180,PRD_0024,2025-08-20,Sucursal,False,Premium
INT_002741,CLI_000144,PRD_0012,2025-07-29,Call Center,False,Classic
INT_002742,CLI_000449,PRD_0005,2025-07-15,App Móvil,True,Classic
INT_002743,CLI_000371,PRD_0011,2025-08-13,Call Center,False,Premium
INT_002744,CLI_000035,PRD_0045,2025-01-24,Digital,False,Basic
INT_002745,CLI_000481,PRD_0031,2025-06-18,Digital,True,Classic
INT_002746,CLI_000730,PRD_0030,2025-09-24,App Móvil,False,Premium
INT_002747,CLI_000835,PRD_0008,2025-05-23,Sucursal,True,Classic
INT_002748,CLI_000593,PRD_0035,2025-07-14,Digital,True,Premium
INT_002749,CLI_000854,PRD_0008,2025-01-19,Call Center,True,Basic
INT_002750,CLI_000596,PRD_0034,2025-09-01,Digital,True,Classic
INT_002751,CLI_000881,PRD_0030,2025-08-06,Sucursal,True,Classic
INT_002752,CLI_000761,PRD_0028,2025-08-03,Sucursal,False,Premium
INT_002753,CLI_000777,PRD_0012,2025-01-27,App Móvil,False,Classic
INT_002754,CLI_000282,PRD_0038,2025-04-12,Call Center,True,Classic
INT_002755,CLI_000284,PRD_0032,2025-09-10,Call Center,False,Premium
INT_002756,CLI_000924,PRD_0015,2024-12-22,Digital,False,Basic
INT_002757,CLI_000272,PRD_0022,2025-07-18,Call Center,True,Basic
INT_002758,CLI_000871,PRD_0044,2025-01-13,Digital,False,Classic
INT_002759,CLI_000706,PRD_0027,2025-08-11,App Móvil,False,Basic
INT_002760,CLI_000024,PRD_0043,2025-02-21,App Móvil,False,Classic
INT_002761,CLI_000452,PRD_0005,2025-08-08,Sucursal,False,Classic
INT_002762,CLI_000549,PRD_0012,2024-11-25,App Móvil,False,Classic
INT_002763,CLI_000211,PRD_0014,2025-08-12,App Móvil,False,Classic
INT_002764,CLI_000926,PRD_0012,2025-09-12,Digital,False,Premium
INT_002765,CLI_000713,PRD_0020,2025-07-10,Digital,False,Classic
INT_002766,CLI_000244,PRD_0014,2025-06-20,App Móvil,False,Classic
INT_002767,CLI_000292,PRD_0024,2025-07-15,Call Center,False,Premium
INT_002768,CLI_000110,PRD_0035,2024-10-06,App Móvil,False,Premium
INT_002769,CLI_000370,PRD_0025,2025-01-17,Sucursal,True,Premium
INT_002770,CLI_000200,PRD_0020,2025-08-14,Sucursal,False,Basic
INT_002771,CLI_000783,PRD_0036,2025-03-31,Call Center,True,Classic
INT_002772,CLI_000076,PRD_0044,2025-07-25,Sucursal,False,Basic
INT_002773,CLI_000410,PRD_0039,2025-06-22,App Móvil,True,Premium
INT_002774,CLI_000891,PRD_0034,2025-03-05,App Móvil,False,Basic
INT_002775,CLI_000640,PRD_0043,2025-09-30,App Móvil,False,Classic
INT_002776,CLI_000166,PRD_0005,2025-02-03,Sucursal,False,Basic
INT_002777,CLI_000661,PRD_0016,2025-01-18,App Móvil,True,Classic
INT_002778,CLI_000824,PRD_0005,2025-05-20,Digital,True,Classic
INT_002779,CLI_000443,PRD_0006,2025-03-05,Call Center,True,Classic
INT_002780,CLI_000769,PRD_0028,2024-10-28,Call Center,True,Classic
INT_002781,CLI_000179,PRD_0043,2025-01-05,App Móvil,True,Basic
INT_002782,CLI_000011,PRD_0018,2025-06-09,Call Center,True,Premium
INT_002783,CLI_000713,PRD_0035,2025-02-26,Digital,True,Classic
INT_002784,CLI_000072,PRD_0044,2025-03-08,Sucursal,True,Premium
INT_002785,CLI_000477,PRD_0032,2025-01-12,Digital,False,Premium
INT_002786,CLI_000938,PRD_0040,2025-04-01,App Móvil,False,Basic
INT_002787,CLI_000640,PRD_0034,2025-02-19,App Móvil,False,Classic
INT_002788,CLI_000685,PRD_0050,2025-09-28,Call Center,True,Basic
INT_002789,CLI_000383,PRD_0030,2025-01-12,Call Center,False,Classic
INT_002790,CLI_000990,PRD_0048,2025-08-21,Sucursal,False,Basic
INT_002791,CLI_000401,PRD_0018,2025-03-12,Sucursal,True,Premium
INT_002792,CLI_000286,PRD_0017,2025-07-11,App Móvil,False,Premium
INT_002793,CLI_000333,PRD_0020,2025-03-16,Call Center,True,Premium
INT_002794,CLI_000986,PRD_0014,2024-10-30,Call Center,False,Classic
INT_002795,CLI_000679,PRD_0016,2025-07-18,Digital,False,Basic
INT_002796,CLI_000783,PRD_0003,2025-09-04,Call Center,False,Classic
INT_002797,CLI_000100,PRD_0009,2024-10-03,Sucursal,False,Premium
INT_002798,CLI_000095,PRD_0018,2025-01-10,Sucursal,False,Basic
INT_002799,CLI_000924,PRD_0008,2025-03-03,Digital,False,Basic
INT_002800,CLI_000938,PRD_0023,2024-10-20,App Móvil,False,Basic
INT_002801,CLI_000921,PRD_0050,2025-05-01,Call Center,False,Basic
INT_002802,CLI_000929,PRD_0014,2025-04-26,App Móvil,False,Classic
INT_002803,CLI_000046,PRD_0012,2025-09-29,Sucursal,False,Classic
INT_002804,CLI_000247,PRD_0047,2025-01-06,App Móvil,False,Classic
INT_002805,CLI_000854,PRD_0032,2025-07-20,Call Center,False,Basic
INT_002806,CLI_000890,PRD_0007,2025-02-17,Digital,False,Classic
INT_002807,CLI_000656,PRD_0003,2024-12-29,Digital,True,Premium
INT_002808,CLI_000696,PRD_0049,2024-11-21,App Móvil,False,Classic
INT_002809,CLI_000918,PRD_0019,2024-10-11,App Móvil,False,Basic
INT_002810,CLI_000298,PRD_0030,2024-11-05,Sucursal,True,Classic
INT_002811,CLI_000035,PRD_0004,2025-06-24,Digital,False,Basic
INT_002812,CLI_000512,PRD_0025,2025-08-21,Digital,False,Classic
INT_002813,CLI_000014,PRD_0009,2025-04-15,Digital,True,Classic
INT_002814,CLI_000586,PRD_0005,2025-07-31,App Móvil,False,Classic
INT_002815,CLI_000390,PRD_0026,2024-12-31,Sucursal,False,Basic
INT_002816,CLI_000763,PRD_0030,2025-08-17,Call Center,True,Classic
INT_002817,CLI_000931,PRD_0039,2025-04-27,App Móvil,True,Premium
INT_002818,CLI_000139,PRD_0031,2024-11-12,Call Center,False,Classic
INT_002819,CLI_000325,PRD_0019,2025-09-19,Call Center,True,Basic
INT_002820,CLI_000903,PRD_0008,2024-12-31,Sucursal,False,Premium
INT_002821,CLI_000495,PRD_0001,2025-06-02,Call Center,False,Classic
INT_002822,CLI_000658,PRD_0009,2025-05-01,Digital,False,Classic
INT_002823,CLI_000784,PRD_0004,2025-01-18,Call Center,False,Classic
INT_002824,CLI_000709,PRD_0037,2025-09-03,Call Center,True,Classic
INT_002825,CLI_000529,PRD_0037,2025-05-24,Sucursal,False,Premium
INT_002826,CLI_000443,PRD_0041,2025-04-05,Call Center,False,Classic
INT_002827,CLI_000001,PRD_0001,2024-11-04,Digital,True,Classic
INT_002828,CLI_000773,PRD_0003,2025-02-16,App Móvil,False,Premium
INT_002829,CLI_000789,PRD_0025,2025-10-01,Digital,True,Classic
INT_002830,CLI_000030,PRD_0040,2025-06-05,Sucursal,True,Premium
INT_002831,CLI_000796,PRD_0040,2024-12-10,App Móvil,False,Basic
INT_002832,CLI_000976,PRD_0013,2024-11-16,Sucursal,False,Classic
INT_002833,CLI_000187,PRD_0029,2024-12-03,Sucursal,False,Basic
INT_002834,CLI_000756,PRD_0032,2025-05-03,Sucursal,True,Basic
INT_002835,CLI_000733,PRD_0027,2024-12-14,Call Center,True,Classic
INT_002836,CLI_000523,PRD_0005,2024-10-03,Digital,False,Basic
INT_002837,CLI_000547,PRD_0015,2025-05-30,Digital,True,Premium
INT_002838,CLI_000621,PRD_0044,2025-01-12,Digital,True,Premium
INT_002839,CLI_000644,PRD_0017,2025-04-02,Sucursal,False,Classic
INT_002840,CLI_000872,PRD_0020,2025-07-20,Sucursal,False,Classic
INT_002841,CLI_000627,PRD_0028,2025-03-07,Sucursal,False,Classic
INT_002842,CLI_000575,PRD_0026,2025-09-02,App Móvil,True,Basic
INT_002843,CLI_000516,PRD_0032,2025-07-29,Digital,True,Premium
INT_002844,CLI_000927,PRD_0041,2025-02-17,Digital,True,Classic
INT_002845,CLI_000998,PRD_0041,2024-10-22,Call Center,True,Premium
INT_002846,CLI_000198,PRD_0047,2024-12-06,Call Center,False,Basic
INT_002847,CLI_000120,PRD_0035,2025-03-15,Call Center,False,Classic
INT_002848,CLI_000019,PRD_0003,2024-12-08,Call Center,False,Classic
INT_002849,CLI_000623,PRD_0021,2025-03-01,Digital,False,Classic
INT_002850,CLI_000094,PRD_0025,2024-10-16,App Móvil,False,Classic
INT_002851,CLI_000847,PRD_0013,2025-01-26,Sucursal,False,Premium
INT_002852,CLI_000977,PRD_0047,2025-03-04,Sucursal,False,Classic
INT_002853,CLI_000554,PRD_0001,2025-07-22,App Móvil,False,Classic
INT_002854,CLI_000952,PRD_0011,2025-01-28,Call Center,False,Classic
INT_002855,CLI_000289,PRD_0023,2025-07-29,Digital,False,Classic
INT_002856,CLI_000146,PRD_0038,2025-01-14,App Móvil,False,Premium
INT_002857,CLI_000922,PRD_0003,2025-08-04,App Móvil,False,Classic
INT_002858,CLI_000862,PRD_0013,2025-02-12,Digital,False,Classic
INT_002859,CLI_000777,PRD_0047,2025-07-15,App Móvil,False,Classic
INT_002860,CLI_000798,PRD_0027,2025-03-28,Sucursal,False,Classic
INT_002861,CLI_000695,PRD_0025,2025-08-04,App Móvil,False,Premium
INT_002862,CLI_000913,PRD_0022,2025-03-08,Sucursal,False,Classic
INT_002863,CLI_000546,PRD_0007,2025-03-28,Sucursal,True,Classic
INT_002864,CLI_000587,PRD_0016,2025-09-13,App Móvil,True,Premium
INT_002865,CLI_000006,PRD_0030,2025-08-04,Sucursal,False,Premium
INT_002866,CLI_000828,PRD_0011,2025-03-26,Call Center,True,Classic
INT_002867,CLI_000718,PRD_0003,2025-01-28,Sucursal,False,Basic
INT_002868,CLI_000197,PRD_0016,2025-07-22,Call Center,True,Basic
INT_002869,CLI_000010,PRD_0018,2024-12-06,Sucursal,True,Basic
INT_002870,CLI_000216,PRD_0005,2025-04-30,App Móvil,False,Classic
INT_002871,CLI_000136,PRD_0039,2025-06-15,Sucursal,False,Classic
INT_002872,CLI_000763,PRD_0004,2025-01-26,Call Center,True,Classic
INT_002873,CLI_000999,PRD_0020,2024-12-27,App Móvil,True,Basic
INT_002874,CLI_000934,PRD_0011,2025-09-11,App Móvil,True,Classic
INT_002875,CLI_000228,PRD_0043,2024-12-14,App Móvil,True,Classic
INT_002876,CLI_000578,PRD_0047,2025-02-14,Sucursal,False,Basic
INT_002877,CLI_000749,PRD_0036,2025-03-24,App Móvil,False,Basic
INT_002878,CLI_000756,PRD_0041,2024-11-27,Sucursal,False,Basic
INT_002879,CLI_000313,PRD_0044,2025-07-25,App Móvil,True,Premium
INT_002880,CLI_000933,PRD_0021,2025-02-10,Digital,False,Basic
INT_002881,CLI_000342,PRD_0015,2024-10-27,App Móvil,False,Classic
INT_002882,CLI_000541,PRD_0048,2025-04-20,Sucursal,False,Basic
INT_002883,CLI_000747,PRD_0005,2024-11-18,Sucursal,True,Classic
INT_002884,CLI_000889,PRD_0013,2025-03-08,Call Center,False,Premium
INT_002885,CLI_000765,PRD_0028,2025-03-15,Call Center,True,Premium
INT_002886,CLI_000974,PRD_0018,2025-09-10,App Móvil,True,Classic
INT_002887,CLI_000217,PRD_0046,2025-02-19,Sucursal,False,Classic
INT_002888,CLI_000704,PRD_0047,2024-11-07,App Móvil,False,Premium
INT_002889,CLI_000540,PRD_0036,2025-07-11,Digital,True,Premium
INT_002890,CLI_000866,PRD_0046,2024-12-15,Sucursal,False,Classic
INT_002891,CLI_000583,PRD_0012,2024-10-06,Sucursal,False,Classic
INT_002892,CLI_000520,PRD_0050,2024-11-07,Digital,True,Premium
INT_002893,CLI_000711,PRD_0042,2024-12-21,App Móvil,True,Basic
INT_002894,CLI_000098,PRD_0017,2024-11-21,Digital,True,Classic
INT_002895,CLI_000513,PRD_0002,2025-09-06,Sucursal,False,Basic
INT_002896,CLI_000561,PRD_0019,2025-01-09,App Móvil,False,Basic
INT_002897,CLI_000626,PRD_0038,2025-02-02,App Móvil,True,Classic
INT_002898,CLI_000517,PRD_0027,2025-09-24,Call Center,False,Classic
INT_002899,CLI_000162,PRD_0004,2025-01-04,Digital,True,Classic
INT_002900,CLI_000190,PRD_0031,2025-09-24,Call Center,True,Classic
INT_002901,CLI_000477,PRD_0028,2025-06-20,Digital,True,Premium
INT_002902,CLI_000728,PRD_0040,2024-10-07,Call Center,True,Basic
INT_002903,CLI_000909,PRD_0006,2024-12-11,Digital,False,Classic
INT_002904,CLI_000573,PRD_0029,2025-01-03,Call Center,False,Classic
INT_002905,CLI_000488,PRD_0028,2025-03-12,Sucursal,False,Classic
INT_002906,CLI_000938,PRD_0042,2025-01-25,App Móvil,False,Basic
INT_002907,CLI_000285,PRD_0032,2025-09-22,Sucursal,False,Classic
INT_002908,CLI_000834,PRD_0041,2025-07-03,App Móvil,True,Premium
INT_002909,CLI_000592,PRD_0031,2025-01-06,Digital,False,Classic
INT_002910,CLI_000800,PRD_0027,2025-05-25,Call Center,False,Basic
INT_002911,CLI_000441,PRD_0002,2025-08-14,Digital,True,Premium
INT_002912,CLI_000435,PRD_0002,2025-05-10,App Móvil,True,Premium
INT_002913,CLI_000709,PRD_0006,2025-05-26,Call Center,True,Classic
INT_002914,CLI_000461,PRD_0024,2025-07-17,Call Center,False,Premium
INT_002915,CLI_000957,PRD_0029,2025-03-09,Sucursal,True,Classic
INT_002916,CLI_000903,PRD_0019,2025-09-03,Sucursal,False,Premium
INT_002917,CLI_000983,PRD_0001,2025-04-20,Sucursal,True,Premium
INT_002918,CLI_000742,PRD_0041,2024-10-03,Sucursal,True,Classic
INT_002919,CLI_000098,PRD_0037,2025-03-18,Digital,True,Classic
INT_002920,CLI_000027,PRD_0002,2025-07-23,Call Center,True,Premium
INT_002921,CLI_000834,PRD_0028,2025-04-21,App Móvil,True,Premium
INT_002922,CLI_000760,PRD_0006,2025-08-03,Sucursal,False,Basic
INT_002923,CLI_000018,PRD_0049,2025-06-03,Call Center,True,Classic
INT_002924,CLI_000305,PRD_0014,2024-12-07,Digital,False,Basic
INT_002925,CLI_000484,PRD_0025,2025-01-16,Digital,True,Classic
INT_002926,CLI_000440,PRD_0050,2025-03-20,Digital,False,Premium
INT_002927,CLI_000201,PRD_0049,2025-05-19,Sucursal,False,Classic
INT_002928,CLI_000415,PRD_0016,2025-02-08,Call Center,True,Classic
INT_002929,CLI_000143,PRD_0006,2025-08-31,Call Center,False,Classic
INT_002930,CLI_000503,PRD_0021,2025-03-09,Digital,False,Classic
INT_002931,CLI_000241,PRD_0024,2025-09-24,Digital,False,Basic
INT_002932,CLI_000124,PRD_0032,2024-12-07,Digital,True,Premium
INT_002933,CLI_000435,PRD_0029,2025-05-30,App Móvil,False,Premium
INT_002934,CLI_000626,PRD_0049,2024-11-04,App Móvil,False,Classic
INT_002935,CLI_000754,PRD_0031,2025-05-01,App Móvil,False,Classic
INT_002936,CLI_000104,PRD_0046,2025-02-17,App Móvil,False,Classic
INT_002937,CLI_000499,PRD_0047,2024-11-12,Digital,True,Basic
INT_002938,CLI_000088,PRD_0011,2025-07-23,App Móvil,False,Classic
INT_002939,CLI_000180,PRD_0012,2025-07-09,Sucursal,True,Premium
INT_002940,CLI_000398,PRD_0013,2025-01-01,App Móvil,False,Classic
INT_002941,CLI_000934,PRD_0046,2024-12-23,App Móvil,False,Classic
INT_002942,CLI_000632,PRD_0009,2025-10-03,Sucursal,False,Basic
INT_002943,CLI_000876,PRD_0035,2024-11-20,App Móvil,False,Premium
INT_002944,CLI_000118,PRD_0047,2025-07-10,Call Center,True,Premium
INT_002945,CLI_000532,PRD_0023,2025-01-30,Call Center,True,Basic
INT_002946,CLI_000930,PRD_0018,2025-05-28,App Móvil,True,Classic
INT_002947,CLI_000539,PRD_0045,2025-03-23,App Móvil,False,Classic
INT_002948,CLI_000519,PRD_0042,2024-11-14,App Móvil,False,Basic
INT_002949,CLI_000336,PRD_0023,2025-01-15,Call Center,True,Premium
INT_002950,CLI_000771,PRD_0002,2025-07-13,Digital,True,Premium
INT_002951,CLI_000866,PRD_0009,2024-12-19,Sucursal,False,Classic
INT_002952,CLI_000167,PRD_0015,2025-08-19,Sucursal,True,Classic
INT_002953,CLI_000095,PRD_0030,2025-08-02,Sucursal,False,Basic
INT_002954,CLI_000139,PRD_0018,2024-12-23,Call Center,False,Classic
INT_002955,CLI_000916,PRD_0013,2025-02-24,App Móvil,False,Classic
INT_002956,CLI_000972,PRD_0041,2025-01-18,Call Center,True,Basic
INT_002957,CLI_000048,PRD_0012,2025-04-24,App Móvil,False,Classic
INT_002958,CLI_000907,PRD_0017,2025-04-11,App Móvil,False,Basic
INT_002959,CLI_000341,PRD_0016,2024-10-06,App Móvil,False,Classic
INT_002960,CLI_000470,PRD_0008,2025-05-31,App Móvil,False,Basic
INT_002961,CLI_000638,PRD_0014,2025-04-22,App Móvil,False,Classic
INT_002962,CLI_000702,PRD_0049,2025-02-10,App Móvil,True,Premium
INT_002963,CLI_000420,PRD_0038,2025-04-18,Sucursal,False,Basic
INT_002964,CLI_000973,PRD_0036,2024-10-14,Sucursal,True,Basic
INT_002965,CLI_000218,PRD_0009,2025-10-02,Call Center,True,Basic
INT_002966,CLI_000145,PRD_0023,2025-10-01,App Móvil,False,Classic
INT_002967,CLI_000838,PRD_0041,2024-10-24,Digital,False,Classic
INT_002968,CLI_000094,PRD_0024,2024-12-23,App Móvil,True,Classic
INT_002969,CLI_000837,PRD_0013,2024-10-08,App Móvil,False,Basic
INT_002970,CLI_000125,PRD_0030,2025-03-16,Sucursal,False,Classic
INT_002971,CLI_000135,PRD_0027,2024-11-05,Digital,False,Basic
INT_002972,CLI_000512,PRD_0047,2025-01-01,Digital,False,Classic
INT_002973,CLI_000093,PRD_0033,2024-10-25,Sucursal,True,Basic
INT_002974,CLI_000719,PRD_0046,2025-08-01,Sucursal,True,Premium
INT_002975,CLI_000941,PRD_0041,2025-03-25,Sucursal,True,Classic
INT_002976,CLI_000672,PRD_0004,2025-04-03,Digital,False,Basic
INT_002977,CLI_000895,PRD_0033,2024-10-12,Call Center,True,Classic
INT_002978,CLI_000744,PRD_0005,2025-08-01,Sucursal,False,Classic
INT_002979,CLI_000202,PRD_0044,2025-06-27,Digital,True,Premium
INT_002980,CLI_000146,PRD_0014,2025-06-12,App Móvil,True,Premium
INT_002981,CLI_000313,PRD_0043,2025-05-13,App Móvil,False,Premium
INT_002982,CLI_000391,PRD_0049,2024-10-05,Sucursal,False,Basic
INT_002983,CLI_000373,PRD_0048,2025-08-18,Digital,True,Premium
INT_002984,CLI_000171,PRD_0039,2024-11-17,Call Center,False,Classic
INT_002985,CLI_000596,PRD_0049,2025-06-12,Digital,True,Classic
INT_002986,CLI_000835,PRD_0013,2025-01-24,Sucursal,True,Classic
INT_002987,CLI_000067,PRD_0006,2025-09-15,App Móvil,False,Premium
INT_002988,CLI_000972,PRD_0008,2024-10-08,Call Center,False,Basic
INT_002989,CLI_000889,PRD_0014,2025-06-18,Call Center,False,Premium
INT_002990,CLI_000541,PRD_0026,2024-11-11,Sucursal,True,Basic
INT_002991,CLI_000630,PRD_0017,2025-05-14,Sucursal,True,Classic
INT_002992,CLI_000276,PRD_0007,2025-01-24,Call Center,False,Classic
INT_002993,CLI_000154,PRD_0010,2025-06-26,Digital,True,Classic
INT_002994,CLI_000504,PRD_0038,2024-12-18,App Móvil,False,Basic
INT_002995,CLI_000788,PRD_0019,2024-11-29,App Móvil,False,Classic
INT_002996,CLI_000073,PRD_0047,2025-08-31,App Móvil,True,Premium
INT_002997,CLI_000107,PRD_0022,2025-08-31,Call Center,False,Classic
INT_002998,CLI_000363,PRD_0021,2024-12-16,App Móvil,True,Classic
INT_002999,CLI_000022,PRD_0023,2025-01-09,Digital,False,Premium
INT_003000,CLI_000328,PRD_0002,2025-05-16,App Móvil,False,Classic
INT_003001,CLI_000505,PRD_0007,2024-10-21,Digital,True,Classic
INT_003002,CLI_000905,PRD_0041,2024-10-14,App Móvil,True,Classic
INT_003003,CLI_000341,PRD_0030,2024-11-23,App Móvil,False,Classic
INT_003004,CLI_000005,PRD_0020,2024-12-21,Digital,True,Premium
INT_003005,CLI_000651,PRD_0041,2025-10-02,Digital,False,Premium
INT_003006,CLI_000001,PRD_0021,2024-11-09,Digital,False,Classic
INT_003007,CLI_000792,PRD_0024,2024-11-05,Sucursal,False,Classic
INT_003008,CLI_000492,PRD_0004,2025-04-21,Digital,True,Classic
